MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass
338447000,2019-05-08T00:00:03,39.29703,-75.37787,10.9,138.2,136.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
367797720,2019-05-08T00:00:04,39.01421,-75.15275,5.0,157.6,158.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
371618000,2019-05-08T00:00:05,39.0127,-75.1477,14.2,158.0,160.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
366914190,2019-05-08T00:00:06,38.81281,-75.11818,12.1,8.3,13.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367600030,2019-05-08T00:00:16,38.95518,-75.11857,2.3,171.2,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
369235000,2019-05-08T00:00:24,38.91948,-75.13824,0.0,46.6,155.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
367730710,2019-05-08T00:00:24,39.05839,-75.05712,4.7,133.1,146.0,GODSPEED,,WDI7643,37.0,,,,,,B
240463000,2019-05-08T00:01:06,38.94443,-75.17427,0.0,-142.6,155.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
367563930,2019-05-08T00:00:08,38.98922,-75.13215,11.2,-72.0,338.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,A
371618000,2019-05-08T00:01:11,39.00885,-75.14572,14.2,157.0,160.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
366914190,2019-05-08T00:01:15,38.81674,-75.11741,12.4,7.5,15.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367797720,2019-05-08T00:01:15,39.01257,-75.1518,6.1,153.7,157.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
367730710,2019-05-08T00:01:25,39.05749,-75.05569,5.2,123.0,139.0,GODSPEED,,WDI7643,37.0,,,,,,B
367563930,2019-05-08T00:01:18,38.99265,-75.13397,11.3,-72.1,338.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367600030,2019-05-08T00:01:45,38.95446,-75.11855,2.7,168.2,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
338447000,2019-05-08T00:01:24,39.29402,-75.3744,10.8,138.2,135.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
371618000,2019-05-08T00:02:16,39.00473,-75.14363,14.1,158.0,160.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
367797720,2019-05-08T00:02:34,39.01071,-75.15075,5.6,157.8,157.0,DAISY MAE,,WDJ6432,,15.0,,,,,A
538004030,2019-05-08T00:02:15,38.93165,-75.16296,0.0,-158.0,155.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
311073800,2019-05-08T00:02:33,38.98859,-75.21565,0.0,3.1,147.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
338447000,2019-05-08T00:02:33,39.29156,-75.37139,10.8,137.1,135.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
366914190,2019-05-08T00:02:24,38.82067,-75.11643,12.4,11.3,14.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367600030,2019-05-08T00:02:46,38.95396,-75.11847,2.2,171.5,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
367563930,2019-05-08T00:02:27,38.99599,-75.13571,11.2,-71.9,337.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367730710,2019-05-08T00:02:54,39.0561,-75.05369,4.7,134.6,146.0,GODSPEED,,WDI7643,37.0,,,,,,B
366914190,2019-05-08T00:03:25,38.8242,-75.11563,12.7,11.3,19.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
369235000,2019-05-08T00:03:24,38.91947,-75.13824,0.0,46.6,155.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
338447000,2019-05-08T00:03:44,39.28894,-75.36819,10.7,137.8,135.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
371618000,2019-05-08T00:03:28,39.00045,-75.14145,14.1,157.0,159.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
367563930,2019-05-08T00:03:47,38.99987,-75.13774,11.3,-71.3,336.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367797720,2019-05-08T00:03:45,39.00907,-75.14983,5.5,156.3,158.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
367730710,2019-05-08T00:04:23,39.05478,-75.05165,4.8,124.7,144.0,GODSPEED,,WDI7643,37.0,,,,,,B
371618000,2019-05-08T00:04:34,38.99643,-75.13922,14.0,157.0,159.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
240463000,2019-05-08T00:04:04,38.94443,-75.17433,0.0,-142.6,154.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
367600030,2019-05-08T00:04:17,38.95325,-75.11841,1.0,163.5,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
366914190,2019-05-08T00:04:34,38.8281,-75.11428,12.7,16.9,22.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367797720,2019-05-08T00:04:54,39.00745,-75.14891,5.6,158.8,157.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
338447000,2019-05-08T00:04:53,39.28638,-75.36531,10.7,137.8,135.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
367563930,2019-05-08T00:04:58,39.00324,-75.1396,11.2,-73.1,333.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367730710,2019-05-08T00:05:25,39.05377,-75.05028,5.3,136.0,147.0,GODSPEED,,WDI7643,37.0,,,,,,B
371618000,2019-05-08T00:05:41,38.99243,-75.13697,14.0,156.0,158.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
538004030,2019-05-08T00:05:14,38.93163,-75.16297,0.0,-151.6,156.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
311073800,2019-05-08T00:05:35,38.98862,-75.21563,0.0,15.7,147.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
366914190,2019-05-08T00:05:45,38.83195,-75.11229,12.4,25.6,33.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367600030,2019-05-08T00:05:49,38.95264,-75.11825,1.3,157.9,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
338447000,2019-05-08T00:06:02,39.28385,-75.36231,10.6,136.9,136.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
367797720,2019-05-08T00:06:04,39.00578,-75.14794,5.1,151.2,156.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
367563930,2019-05-08T00:06:08,39.00654,-75.14163,11.3,-75.5,332.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
369235000,2019-05-08T00:06:24,38.9195,-75.13825,0.0,46.6,155.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
367730710,2019-05-08T00:06:53,39.05253,-75.04835,4.4,129.0,145.0,GODSPEED,,WDI7643,37.0,,,,,,B
240463000,2019-05-08T00:07:04,38.94442,-75.17437,0.0,-142.6,153.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
366914190,2019-05-08T00:07:06,38.83546,-75.1087,11.5,51.3,52.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367797720,2019-05-08T00:07:05,39.0044,-75.14707,5.0,155.0,156.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
371618000,2019-05-08T00:06:47,38.98852,-75.13468,14.0,155.0,158.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
338447000,2019-05-08T00:07:14,39.28121,-75.35929,10.5,138.0,137.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
367563930,2019-05-08T00:07:18,39.00984,-75.14368,11.3,-74.5,334.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367600030,2019-05-08T00:07:16,38.95199,-75.11793,2.1,151.8,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
371618000,2019-05-08T00:07:59,38.98432,-75.13218,14.1,155.0,157.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
338447000,2019-05-08T00:08:24,39.27861,-75.35638,10.5,138.1,137.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
538004030,2019-05-08T00:08:14,38.93161,-75.16299,0.0,-157.7,155.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
367797720,2019-05-08T00:08:15,39.00278,-75.14603,5.6,153.3,155.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
367563930,2019-05-08T00:08:47,39.01414,-75.14615,11.3,-73.1,335.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367730710,2019-05-08T00:08:57,39.05091,-75.04549,4.6,125.7,145.0,GODSPEED,,WDI7643,37.0,,,,,,B
367600030,2019-05-08T00:08:46,38.95115,-75.11755,2.0,154.8,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
367730710,2019-05-08T00:07:54,39.05171,-75.04697,4.9,124.4,144.0,GODSPEED,,WDI7643,37.0,,,,,,B
371618000,2019-05-08T00:09:05,38.98023,-75.12978,14.1,155.0,157.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
366914190,2019-05-08T00:08:16,38.8385,-75.10547,12.6,35.7,43.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
366914190,2019-05-08T00:09:34,38.84231,-75.10183,13.1,36.4,44.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
240463000,2019-05-08T00:10:04,38.94438,-75.17442,0.0,-142.6,151.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
338447000,2019-05-08T00:09:33,39.27617,-75.35349,10.4,137.8,137.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
367797720,2019-05-08T00:09:25,39.00117,-75.14503,5.1,154.3,155.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
311073800,2019-05-08T00:08:32,38.98866,-75.21563,0.0,-57.9,148.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
369235000,2019-05-08T00:09:24,38.91949,-75.13814,0.0,46.6,156.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
367563930,2019-05-08T00:09:58,39.01748,-75.14805,11.2,-73.7,335.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367600030,2019-05-08T00:10:17,38.95067,-75.11703,1.7,184.2,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
367730710,2019-05-08T00:10:26,39.04973,-75.04334,5.1,128.5,147.0,GODSPEED,,WDI7643,37.0,,,,,,B
371618000,2019-05-08T00:10:11,38.97635,-75.1275,14.1,155.0,157.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
367797720,2019-05-08T00:10:35,38.99959,-75.14402,5.6,153.3,155.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
338447000,2019-05-08T00:10:43,39.27371,-75.35057,10.3,136.9,137.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
367563930,2019-05-08T00:11:07,39.02081,-75.14995,11.2,-73.6,336.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
366914190,2019-05-08T00:10:45,38.84571,-75.09844,13.3,37.7,43.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
371618000,2019-05-08T00:11:17,38.97237,-75.12515,14.1,155.0,157.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
338447000,2019-05-08T00:12:03,39.27085,-75.34724,10.3,138.6,137.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
367600030,2019-05-08T00:11:46,38.94998,-75.11682,2.4,168.1,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
367797720,2019-05-08T00:11:44,38.99801,-75.14303,5.1,154.3,155.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
369235000,2019-05-08T00:12:24,38.91951,-75.1381,0.0,46.6,158.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
366914190,2019-05-08T00:12:24,38.85056,-75.09376,13.0,38.7,49.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,A
367730710,2019-05-08T00:11:54,39.04853,-75.04119,5.0,127.3,146.0,GODSPEED,,WDI7643,37.0,,,,,,B
311073800,2019-05-08T00:11:34,38.9887,-75.21562,0.0,-99.7,149.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
371618000,2019-05-08T00:12:23,38.96857,-75.1229,14.0,155.0,157.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
367563930,2019-05-08T00:12:47,39.02558,-75.15265,11.2,-72.7,338.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
240463000,2019-05-08T00:13:03,38.9444,-75.17445,0.0,-142.6,149.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
338447000,2019-05-08T00:13:13,39.26844,-75.34439,10.3,137.5,137.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
371618000,2019-05-08T00:13:29,38.96472,-75.12062,14.0,155.0,157.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
367730710,2019-05-08T00:13:25,39.04727,-75.03886,5.9,127.2,145.0,GODSPEED,,WDI7643,37.0,,,,,,B
366914190,2019-05-08T00:13:35,38.854,-75.09032,13.1,37.8,46.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367563930,2019-05-08T00:13:56,39.02888,-75.15441,11.2,-72.3,338.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
338447000,2019-05-08T00:14:24,39.26596,-75.34141,10.2,137.3,137.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
371618000,2019-05-08T00:14:35,38.96068,-75.11825,14.0,155.0,157.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
367600030,2019-05-08T00:14:20,38.94865,-75.11633,2.2,163.5,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
311073800,2019-05-08T00:14:34,38.98871,-75.21562,0.0,-96.9,150.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
538004030,2019-05-08T00:14:15,38.9316,-75.16308,0.0,-154.4,153.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
366914190,2019-05-08T00:14:45,38.85737,-75.08692,13.4,37.5,43.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367600030,2019-05-08T00:12:47,38.94941,-75.1167,1.9,166.8,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
371618000,2019-05-08T00:15:47,38.95648,-75.11575,14.0,155.0,157.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
367563930,2019-05-08T00:15:07,39.03225,-75.15619,11.2,-72.8,337.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
338447000,2019-05-08T00:15:42,39.26323,-75.33823,10.2,138.3,137.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
367797720,2019-05-08T00:12:54,38.99642,-75.14203,6.1,153.2,155.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
367797720,2019-05-08T00:15:14,38.99329,-75.1401,5.0,154.5,155.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
369235000,2019-05-08T00:15:24,38.91954,-75.13805,0.0,46.6,162.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
367730710,2019-05-08T00:14:54,39.04604,-75.03655,5.5,123.3,146.0,GODSPEED,,WDI7643,37.0,,,,,,B
367600030,2019-05-08T00:15:46,38.94795,-75.11596,1.0,159.5,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
367730710,2019-05-08T00:15:55,39.04523,-75.035,5.2,126.8,146.0,GODSPEED,,WDI7643,37.0,,,,,,B
367563930,2019-05-08T00:16:46,39.03698,-75.15878,11.0,-72.9,337.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
240463000,2019-05-08T00:16:03,38.9444,-75.17445,0.0,-142.6,149.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
366914190,2019-05-08T00:15:55,38.8608,-75.08365,13.4,33.8,41.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
371618000,2019-05-08T00:17:10,38.95153,-75.11285,13.9,156.0,159.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
367797720,2019-05-08T00:16:15,38.99191,-75.13923,5.6,153.1,155.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
538004030,2019-05-08T00:17:16,38.93159,-75.1631,0.0,-154.2,152.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
338447000,2019-05-08T00:16:53,39.26073,-75.33533,10.1,137.9,138.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
311073800,2019-05-08T00:17:35,38.98874,-75.21566,0.0,-113.5,149.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
367797720,2019-05-08T00:14:05,38.99483,-75.14106,5.1,152.3,155.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
366914190,2019-05-08T00:17:45,38.8663,-75.07846,13.1,42.1,49.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367797720,2019-05-08T00:18:05,38.98945,-75.13771,4.8,150.3,156.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
338447000,2019-05-08T00:17:54,39.25862,-75.33285,10.1,139.1,139.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
367730710,2019-05-08T00:17:24,39.04391,-75.03267,6.0,129.7,146.0,GODSPEED,,WDI7643,37.0,,,,,,B
367600030,2019-05-08T00:17:16,38.9472,-75.11557,1.8,149.6,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
367563930,2019-05-08T00:17:58,39.04032,-75.16059,11.0,-72.2,336.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,A
367699890,2019-05-08T00:18:39,38.81183,-75.09383,23.8,-129.5,511.0,J P VIRDEN,,WDI4560,,15.0,16.0,,,,B
367600030,2019-05-08T00:18:20,38.9467,-75.1153,2.3,166.6,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
367730710,2019-05-08T00:18:25,39.04292,-75.03109,6.2,132.4,147.0,GODSPEED,,WDI7643,37.0,,,,,,B
371618000,2019-05-08T00:18:34,38.9466,-75.1102,13.9,157.0,159.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
367797720,2019-05-08T00:19:15,38.98791,-75.13675,6.1,155.8,156.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
338447000,2019-05-08T00:19:34,39.2551,-75.32887,10.0,138.6,139.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
371618000,2019-05-08T00:19:40,38.94265,-75.10808,13.9,157.0,159.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,A
367563930,2019-05-08T00:19:46,39.04539,-75.16344,11.0,-73.0,337.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
366914190,2019-05-08T00:18:55,38.86976,-75.07503,13.7,38.4,42.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,A
366914190,2019-05-08T00:20:01,38.87323,-75.07181,13.8,32.8,42.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367699890,2019-05-08T00:19:41,38.81167,-75.10233,23.5,-149.1,511.0,J P VIRDEN,,WDI4560,,15.0,16.0,,,,B
367797720,2019-05-08T00:20:34,38.98615,-75.13565,6.1,153.3,155.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
367600030,2019-05-08T00:19:47,38.94584,-75.11483,1.6,153.3,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
538004030,2019-05-08T00:20:14,38.9316,-75.1631,0.0,-156.7,151.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
311073800,2019-05-08T00:20:32,38.98878,-75.21568,0.1,-68.5,149.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
369235000,2019-05-08T00:18:24,38.91952,-75.13818,0.1,46.6,161.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
240463000,2019-05-08T00:19:06,38.94438,-75.17442,0.0,-142.6,149.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
367699890,2019-05-08T00:20:49,38.809,-75.1115,23.7,-167.4,511.0,J P VIRDEN,,WDI4560,,15.0,16.0,,,,B
338447000,2019-05-08T00:20:54,39.25233,-75.32574,10.1,138.0,139.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
367730710,2019-05-08T00:19:53,39.04156,-75.02883,5.2,126.4,146.0,GODSPEED,,WDI7643,37.0,,,,,,B
366914190,2019-05-08T00:21:09,38.87679,-75.0687,12.9,34.1,49.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,A
371618000,2019-05-08T00:20:51,38.93843,-75.10582,13.8,157.0,159.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
367563930,2019-05-08T00:21:06,39.04913,-75.16556,11.0,-73.7,337.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367600030,2019-05-08T00:21:16,38.94489,-75.1143,2.8,161.1,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
367730710,2019-05-08T00:21:23,39.0402,-75.0265,5.7,125.4,143.0,GODSPEED,,WDI7643,37.0,,,,,,B
366914190,2019-05-08T00:22:19,38.88003,-75.0653,13.5,38.1,45.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
338447000,2019-05-08T00:22:34,39.24885,-75.32176,10.1,137.6,139.0,OSG HORIZON,IMO9436549,WDF6180,31.0,0.0,46.0,15.0,6.5,57.0,B
367797720,2019-05-08T00:21:45,38.98462,-75.13469,4.8,150.0,156.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
367797720,2019-05-08T00:22:55,38.98305,-75.13372,4.8,150.7,155.0,DAISY MAE,,WDJ6432,,15.0,,,,,B
371618000,2019-05-08T00:22:31,38.93243,-75.10262,13.8,157.0,159.0,EUPHONY ACE,IMO9293595,3EDG6,70.0,0.0,199.0,32.0,9.8,70.0,B
229208000,2019-05-08T00:23:10,39.5187,-75.55075,11.8,195.0,195.0,HELLAS ENTERPRISE,IMO9397468,9HA3151,80.0,5.0,183.0,32.0,12.9,80.0,B
367563930,2019-05-08T00:22:46,39.05383,-75.16812,11.0,-72.7,338.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
240463000,2019-05-08T00:22:02,38.9444,-75.17442,0.0,-142.6,149.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
367600030,2019-05-08T00:22:46,38.94379,-75.11364,2.6,157.1,511.0,SUSAN CELESTE,,WDH2672,37.0,,12.0,,,,B
367699890,2019-05-08T00:21:53,38.80483,-75.118,22.9,-195.1,511.0,J P VIRDEN,,WDI4560,,15.0,16.0,,,,B
