MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass
538006702,2019-05-08T08:10:07,38.84862,-75.07406,8.2,-109.6,307.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
240463000,2019-05-08T08:10:03,38.93903,-75.17025,0.0,-176.6,339.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
311588000,2019-05-08T08:09:55,38.9686,-75.12281,14.7,-73.6,338.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
338131000,2019-05-08T08:10:22,39.38997,-75.48416,8.5,-91.0,320.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
258628000,2019-05-08T08:11:04,39.24325,-75.31471,14.7,-90.4,319.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
269021000,2019-05-08T08:11:05,38.86967,-75.09333,0.9,1.0,352.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
368058330,2019-05-08T08:10:58,39.30985,-75.39414,8.4,137.1,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
311588000,2019-05-08T08:11:19,38.9738,-75.12575,14.8,-73.7,338.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
338447000,2019-05-08T08:11:07,38.92859,-75.1413,0.0,43.2,334.0,OSG HORIZON,IMO9436549,WDF6180,31.0,1.0,46.0,15.0,6.5,57.0,A
538006702,2019-05-08T08:11:18,38.85009,-75.07701,8.4,-106.8,311.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
538004030,2019-05-08T08:11:14,38.92649,-75.15857,0.1,58.6,340.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
311073800,2019-05-08T08:11:33,38.98394,-75.21185,0.0,109.1,331.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
338131000,2019-05-08T08:11:34,39.39209,-75.48644,8.5,-89.6,320.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
258628000,2019-05-08T08:12:09,39.24663,-75.31848,14.7,-89.7,319.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
269021000,2019-05-08T08:12:11,38.87,-75.09317,0.9,32.0,358.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,B
368058330,2019-05-08T08:12:09,39.30771,-75.39191,8.3,143.2,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
538006702,2019-05-08T08:12:28,38.85171,-75.07988,8.5,-101.7,314.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
338131000,2019-05-08T08:12:43,39.39417,-75.4887,8.4,-90.6,319.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
311588000,2019-05-08T08:12:25,38.97802,-75.12811,14.9,-72.6,339.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
369235000,2019-05-08T08:12:25,38.91524,-75.13557,0.0,-179.6,337.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
367730710,2019-05-08T08:12:54,39.01565,-74.95854,0.1,65.1,32.0,GODSPEED,,WDI7643,37.0,,,,,,B
538006702,2019-05-08T08:13:38,38.8535,-75.08257,8.6,-99.1,314.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
269021000,2019-05-08T08:13:25,38.87017,-75.09283,1.3,44.0,343.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
258628000,2019-05-08T08:13:16,39.25004,-75.32231,14.8,-92.2,318.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
368058330,2019-05-08T08:13:17,39.30566,-75.38978,8.4,141.4,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
311588000,2019-05-08T08:13:37,38.98259,-75.13058,14.9,-72.3,340.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
338131000,2019-05-08T08:13:53,39.39615,-75.49096,8.3,-91.0,319.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
338447000,2019-05-08T08:14:07,38.92856,-75.14136,0.1,43.2,333.0,OSG HORIZON,IMO9436549,WDF6180,31.0,1.0,46.0,15.0,6.5,57.0,A
538004030,2019-05-08T08:14:15,38.92657,-75.15842,0.0,51.9,337.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
269021000,2019-05-08T08:14:45,38.8705,-75.09267,0.4,2.0,324.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
258628000,2019-05-08T08:14:22,39.25352,-75.32617,14.8,-89.5,320.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
538006702,2019-05-08T08:14:47,38.85527,-75.08527,8.6,-98.9,314.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
311073800,2019-05-08T08:14:35,38.9839,-75.21187,0.0,197.0,330.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
311588000,2019-05-08T08:14:43,38.98676,-75.13285,14.8,-72.6,340.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
338131000,2019-05-08T08:15:02,39.39819,-75.49331,8.3,-90.9,319.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
258628000,2019-05-08T08:15:46,39.25793,-75.33101,14.8,-90.2,319.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
269021000,2019-05-08T08:15:48,38.87067,-75.09267,0.5,-130.6,313.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
369235000,2019-05-08T08:15:25,38.9153,-75.1355,0.0,-179.6,336.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
368058330,2019-05-08T08:15:28,39.30176,-75.38557,8.4,139.5,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
311588000,2019-05-08T08:16:07,38.99205,-75.13572,14.7,-72.3,340.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
368058330,2019-05-08T08:14:18,39.30382,-75.38787,8.4,140.9,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
240463000,2019-05-08T08:16:06,38.93912,-75.17025,0.0,63.0,344.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
338131000,2019-05-08T08:16:12,39.40025,-75.49553,8.3,-91.1,319.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
338447000,2019-05-08T08:17:07,38.92853,-75.14147,0.0,43.2,337.0,OSG HORIZON,IMO9436549,WDF6180,31.0,1.0,46.0,15.0,6.5,57.0,A
258628000,2019-05-08T08:17:10,39.26237,-75.3359,15.0,-90.5,319.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
538006702,2019-05-08T08:17:07,38.85899,-75.09033,8.0,-94.2,317.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
368058330,2019-05-08T08:16:58,39.29911,-75.38263,8.4,138.1,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
538004030,2019-05-08T08:17:14,38.92663,-75.15826,0.2,112.4,330.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
269021000,2019-05-08T08:17:55,38.87033,-75.09317,1.4,-180.6,312.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
538006702,2019-05-08T08:18:37,38.86134,-75.09328,7.7,-94.7,317.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
311073800,2019-05-08T08:17:34,38.98384,-75.21193,0.0,196.2,332.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
258628000,2019-05-08T08:18:22,39.26617,-75.34007,14.9,-90.5,319.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
367730710,2019-05-08T08:15:54,39.01564,-74.95852,0.0,65.1,33.0,GODSPEED,,WDI7643,37.0,,,,,,B
538006702,2019-05-08T08:15:57,38.85709,-75.08791,8.3,-95.8,317.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
311588000,2019-05-08T08:18:43,39.00187,-75.14107,14.8,-73.2,339.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
338131000,2019-05-08T08:18:23,39.40398,-75.49983,8.3,-91.2,319.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
369235000,2019-05-08T08:18:25,38.91527,-75.13544,0.0,-179.6,334.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
269021000,2019-05-08T08:18:56,38.87017,-75.0935,1.2,-158.6,330.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
240463000,2019-05-08T08:19:03,38.93907,-75.17018,0.0,59.0,343.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
367730710,2019-05-08T08:18:54,39.01565,-74.95853,0.1,11.7,31.0,GODSPEED,,WDI7643,37.0,,,,,,B
269021000,2019-05-08T08:16:53,38.87054,-75.09283,0.8,-172.6,307.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,B
311588000,2019-05-08T08:17:25,38.99695,-75.13839,14.7,-72.3,340.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
338131000,2019-05-08T08:19:33,39.40599,-75.5021,8.2,-91.5,318.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
368058330,2019-05-08T08:19:37,39.29447,-75.3773,8.4,139.8,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
258628000,2019-05-08T08:19:27,39.26964,-75.34387,14.7,-90.6,319.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
338131000,2019-05-08T08:17:14,39.402,-75.49759,8.3,-91.1,319.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
368058330,2019-05-08T08:18:18,39.29682,-75.3799,8.4,137.3,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
538006702,2019-05-08T08:20:07,38.86352,-75.09607,7.2,-94.3,317.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
269021000,2019-05-08T08:20:19,38.87017,-75.09383,0.3,-90.6,353.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
258628000,2019-05-08T08:20:28,39.27274,-75.34737,14.7,-91.5,318.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
311588000,2019-05-08T08:20:25,39.00841,-75.14469,15.0,-73.1,339.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
538004030,2019-05-08T08:20:17,38.92655,-75.15827,0.3,-200.9,326.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
269021000,2019-05-08T08:21:21,38.87017,-75.09383,0.4,67.0,4.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
311073800,2019-05-08T08:20:35,38.98384,-75.21194,0.0,-69.8,333.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
338131000,2019-05-08T08:20:42,39.40796,-75.50434,8.2,-91.4,319.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
368058330,2019-05-08T08:20:49,39.29219,-75.37508,8.5,142.2,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
538006702,2019-05-08T08:21:37,38.86556,-75.09869,6.7,-94.2,318.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
311588000,2019-05-08T08:21:43,39.01336,-75.14754,15.0,-73.4,339.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
369235000,2019-05-08T08:21:25,38.91526,-75.1355,0.0,-179.6,334.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
368058330,2019-05-08T08:22:19,39.28935,-75.37244,8.5,143.4,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
258628000,2019-05-08T08:22:04,39.27766,-75.35295,14.6,-90.5,319.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
367730710,2019-05-08T08:21:54,39.01565,-74.95855,0.2,11.7,31.0,GODSPEED,,WDI7643,37.0,,,,,,B
338131000,2019-05-08T08:21:54,39.40997,-75.50672,8.2,-91.1,319.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
538006702,2019-05-08T08:23:06,38.86751,-75.10116,6.4,-93.7,317.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
240463000,2019-05-08T08:22:06,38.93918,-75.17007,0.0,66.0,340.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
311588000,2019-05-08T08:22:49,39.0175,-75.14989,15.1,-73.6,339.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
338447000,2019-05-08T08:23:07,38.92852,-75.14142,0.0,43.2,338.0,OSG HORIZON,IMO9436549,WDF6180,31.0,1.0,46.0,15.0,6.5,57.0,A
258628000,2019-05-08T08:23:16,39.28129,-75.35713,14.5,-91.6,317.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
538004030,2019-05-08T08:23:16,38.92645,-75.15848,0.1,-180.9,327.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
269021000,2019-05-08T08:22:28,38.87013,-75.09353,0.8,105.0,14.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
338131000,2019-05-08T08:23:43,39.4131,-75.51025,8.2,-90.9,319.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
311073800,2019-05-08T08:23:36,38.98385,-75.21195,0.0,-69.8,333.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
269021000,2019-05-08T08:23:29,38.87006,-75.09313,1.5,104.0,20.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
258628000,2019-05-08T08:24:39,39.28545,-75.36205,14.4,-92.1,317.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
311588000,2019-05-08T08:24:19,39.02331,-75.15319,15.0,-73.3,340.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
368058330,2019-05-08T08:23:27,39.28713,-75.3704,8.5,144.7,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
538006702,2019-05-08T08:24:07,38.86872,-75.10272,6.1,-94.8,317.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
338131000,2019-05-08T08:25:03,39.41537,-75.51282,8.2,-90.8,319.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
369235000,2019-05-08T08:24:25,38.91524,-75.13546,0.0,-179.6,335.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
269021000,2019-05-08T08:24:32,38.87,-75.0925,1.9,81.0,21.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,B
311588000,2019-05-08T08:25:25,39.02747,-75.15551,15.0,-72.8,340.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
538006702,2019-05-08T08:25:28,38.87036,-75.10478,5.9,-94.7,317.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,A
338131000,2019-05-08T08:26:13,39.4174,-75.51504,8.1,-90.6,317.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
368058330,2019-05-08T08:24:58,39.28424,-75.36766,8.5,141.8,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
269021000,2019-05-08T08:25:42,38.87017,-75.0915,2.8,64.0,21.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,B
311588000,2019-05-08T08:26:43,39.03247,-75.15827,15.0,-72.8,341.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
240463000,2019-05-08T08:25:06,38.93913,-75.17002,0.0,66.0,337.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
258628000,2019-05-08T08:26:04,39.28959,-75.36691,14.4,-91.3,317.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
368058330,2019-05-08T08:26:58,39.28046,-75.36395,8.4,140.4,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
538004030,2019-05-08T08:26:17,38.92635,-75.15869,0.1,-179.9,333.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
338447000,2019-05-08T08:26:07,38.92852,-75.14141,0.0,43.2,336.0,OSG HORIZON,IMO9436549,WDF6180,31.0,1.0,46.0,15.0,6.5,57.0,A
311073800,2019-05-08T08:26:34,38.98382,-75.21193,0.0,-69.8,332.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
311588000,2019-05-08T08:27:49,39.0367,-75.16057,15.0,-72.6,340.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
369235000,2019-05-08T08:27:26,38.91532,-75.13535,0.0,-179.6,334.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
258628000,2019-05-08T08:27:10,39.29285,-75.37073,14.3,-92.2,317.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
538006702,2019-05-08T08:27:28,38.87266,-75.1077,5.6,-94.9,317.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
338131000,2019-05-08T08:27:23,39.4193,-75.51733,8.1,-92.5,317.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
258628000,2019-05-08T08:28:39,39.29727,-75.37585,14.2,-91.5,317.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
269021000,2019-05-08T08:28:02,38.87167,-75.08933,4.5,44.0,21.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,B
338131000,2019-05-08T08:29:02,39.42209,-75.52063,8.1,-92.8,317.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
538004030,2019-05-08T08:29:13,38.92632,-75.1587,0.2,93.2,337.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
538006702,2019-05-08T08:29:07,38.87438,-75.10994,5.4,-94.7,317.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
311588000,2019-05-08T08:29:07,39.04169,-75.16329,15.0,-72.3,340.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
269021000,2019-05-08T08:26:52,38.87083,-75.0905,3.7,53.0,21.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,B
338447000,2019-05-08T08:29:07,38.92849,-75.14147,0.0,43.2,338.0,OSG HORIZON,IMO9436549,WDF6180,31.0,1.0,46.0,15.0,6.5,57.0,A
269021000,2019-05-08T08:29:11,38.87283,-75.088,5.3,41.0,21.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,B
311073800,2019-05-08T08:29:33,38.98382,-75.21199,0.0,-184.0,332.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
368058330,2019-05-08T08:28:47,39.27721,-75.36044,8.5,140.6,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
269021000,2019-05-08T08:30:45,38.87517,-75.08583,7.5,38.0,18.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
240463000,2019-05-08T08:28:04,38.93907,-75.17008,0.0,66.0,337.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
368058330,2019-05-08T08:29:59,39.27507,-75.35814,8.3,138.0,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
258628000,2019-05-08T08:29:46,39.30051,-75.37967,14.3,-93.1,316.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
311588000,2019-05-08T08:30:55,39.04857,-75.16705,14.9,-72.6,340.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
338131000,2019-05-08T08:31:02,39.42541,-75.52461,8.1,-92.5,317.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
538006702,2019-05-08T08:31:07,38.87646,-75.11262,5.2,-93.8,316.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
258628000,2019-05-08T08:31:04,39.30436,-75.38427,14.5,-92.3,318.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
369235000,2019-05-08T08:30:25,38.91535,-75.13528,0.0,-179.6,331.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
367730710,2019-05-08T08:31:25,39.0157,-74.95852,0.1,82.7,31.0,GODSPEED,,WDI7643,37.0,,,,,,B
368058330,2019-05-08T08:31:08,39.27309,-75.3557,8.4,134.9,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
338131000,2019-05-08T08:32:12,39.42734,-75.52693,8.2,-92.2,317.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
338447000,2019-05-08T08:32:07,38.92849,-75.14146,0.0,43.2,339.0,OSG HORIZON,IMO9436549,WDF6180,31.0,1.0,46.0,15.0,6.5,57.0,A
240463000,2019-05-08T08:31:06,38.93905,-75.17022,0.0,-152.6,338.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
258628000,2019-05-08T08:32:22,39.30824,-75.38887,14.6,-91.8,317.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
311588000,2019-05-08T08:32:43,39.05551,-75.17079,15.0,-72.3,341.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
538006702,2019-05-08T08:32:38,38.87792,-75.11467,5.0,-100.9,312.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
269021000,2019-05-08T08:32:05,38.87767,-75.08433,8.5,19.0,10.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
538004030,2019-05-08T08:32:14,38.92638,-75.15853,0.1,67.2,336.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
368058330,2019-05-08T08:32:18,39.27115,-75.35323,8.6,137.1,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
258628000,2019-05-08T08:33:46,39.31248,-75.39385,14.9,-91.6,317.0,HOEGH TRACER,IMO9684990,LAUL7,70.0,0.0,199.0,,,,A
367730710,2019-05-08T08:32:54,39.01568,-74.95854,0.0,175.5,31.0,GODSPEED,,WDI7643,37.0,,,,,,B
311073800,2019-05-08T08:32:32,38.98377,-75.21208,0.0,202.1,335.0,EURO,IMO9567702,C6AA5,84.0,1.0,274.0,48.0,-11.5,84.0,A
369235000,2019-05-08T08:33:25,38.91535,-75.13524,0.0,-179.6,331.0,OSG VISION,IMO9436537,WDF2493,31.0,1.0,46.0,15.0,6.5,57.0,A
338131000,2019-05-08T08:33:23,39.42925,-75.52927,8.2,-92.2,317.0,GENESIS EAGLE,IMO9117260,WDG9347,31.0,12.0,37.0,11.0,4.9,,B
269021000,2019-05-08T08:33:39,38.88167,-75.08283,9.6,8.0,0.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
538006702,2019-05-08T08:33:47,38.87893,-75.11624,4.9,-102.4,312.0,NAMSEN,IMO9761528,V7QJ6,80.0,0.0,,,,,B
368058330,2019-05-08T08:33:29,39.26906,-75.35077,8.5,137.8,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
269021000,2019-05-08T08:34:55,38.885,-75.08233,10.3,6.0,0.0,THORCO BASILISK,IMO9539377,HBLG,70.0,0.0,161.0,25.0,8.6,,A
311588000,2019-05-08T08:34:55,39.06391,-75.17527,14.9,-72.2,340.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
368058330,2019-05-08T08:35:08,39.26614,-75.3474,8.4,138.7,511.0,PURPLE  HAYS,,WDC9127,52.0,0.0,24.0,8.0,3.0,52.0,B
